competitor_app_id,competitor_title,keyword,ranking,is_typo,volume,score
6503702359,AI house design - Renomo,ai exterior home design free,4,False,27,100.0
6503702359,AI house design - Renomo,provia,6,False,24,78.34
6503702359,AI house design - Renomo,ai exterior home design,9,False,21,56.43
6503702359,AI house design - Renomo,ai home exterior,9,False,19,51.05
6503702359,AI house design - Renomo,exterior house,5,False,11,38.26
6503702359,AI house design - Renomo,aı home design,25,False,43,36.21
6503702359,AI house design - Renomo,ai house exterior,15,False,16,28.55
6503702359,AI house design - Renomo,home ia,19,False,21,28.06
6503702359,AI house design - Renomo,ai home remodel,21,False,22,25.3
6503702359,AI house design - Renomo,home renovation ai,17,False,16,24.75
6503702359,AI house design - Renomo,fachada,1,False,5,22.27
6503702359,AI house design - Renomo,fachadas,1,False,5,22.27
6503702359,AI house design - Renomo,planner decohouse,1,False,5,22.27
6503702359,AI house design - Renomo,yard decor,1,False,5,22.27
6503702359,AI house design - Renomo,diseño de exteriores de casas ia,2,False,5,20.96
6503702359,AI house design - Renomo,diseño de exteriores ia,2,False,5,20.96
6503702359,AI house design - Renomo,remodelación de casas,2,True,5,20.96
6503702359,AI house design - Renomo,paint my house exterior,22,False,19,20.25
6503702359,AI house design - Renomo,home landscaping renovation,3,False,5,19.71
6503702359,AI house design - Renomo,remodel dec,3,False,5,19.71
6503702359,AI house design - Renomo,remodelación,3,False,5,19.71
6503702359,AI house design - Renomo,renovation ai home,3,False,5,19.71
6503702359,AI house design - Renomo,ios ai home design,29,False,31,18.79
6503702359,AI house design - Renomo,ai cas,4,False,5,18.52
6503702359,AI house design - Renomo,apartment renovation,4,False,5,18.52
6503702359,AI house design - Renomo,aremodel home designer,4,False,5,18.52
6503702359,AI house design - Renomo,diseño de exteriores con ia,4,False,5,18.52
6503702359,AI house design - Renomo,exterior renovation,4,False,5,18.52
6503702359,AI house design - Renomo,home exterior,5,False,5,17.39
6503702359,AI house design - Renomo,maison ia,5,False,5,17.39
6503702359,AI house design - Renomo,ai outdoor design,22,False,16,17.05
6503702359,AI house design - Renomo,ai remodel home renovation,6,False,5,16.32
6503702359,AI house design - Renomo,design home remodel,6,False,5,16.32
6503702359,AI house design - Renomo,room remodeling,6,False,5,16.32
6503702359,AI house design - Renomo,room remodeling app,6,False,5,16.32
6503702359,AI house design - Renomo,deco interior design,7,False,5,15.31
6503702359,AI house design - Renomo,exterior decor,7,False,5,15.31
6503702359,AI house design - Renomo,free exterior home design app,7,False,5,15.31
6503702359,AI house design - Renomo,home landscape,7,False,5,15.31
6503702359,AI house design - Renomo,renovate planner,7,False,5,15.31
6503702359,AI house design - Renomo,ai hous,8,False,5,14.35
6503702359,AI house design - Renomo,design ai garden,8,False,5,14.35
6503702359,AI house design - Renomo,diseño de exteriores de casas,8,False,5,14.35
6503702359,AI house design - Renomo,exterior home,8,False,5,14.35
6503702359,AI house design - Renomo,home ai exterior,8,False,5,14.35
6503702359,AI house design - Renomo,ia decoración,8,False,5,14.35
6503702359,AI house design - Renomo,renovate ai exterior,8,False,5,14.35
6503702359,AI house design - Renomo,room decorate interior design,8,False,5,14.35
6503702359,AI house design - Renomo,house renovation,26,False,18,13.99
6503702359,AI house design - Renomo,home exterior visualizer,22,False,13,13.85
6503702359,AI house design - Renomo,ai exterior homes designs,9,False,5,13.43
6503702359,AI house design - Renomo,ai room design home renovate,9,False,5,13.43
6503702359,AI house design - Renomo,backyard interior,9,False,5,13.43
6503702359,AI house design - Renomo,design de exteriore,9,False,5,13.43
6503702359,AI house design - Renomo,design home exterior,9,False,5,13.43
6503702359,AI house design - Renomo,renovate architecture,9,False,5,13.43
